tcp.flags,tcp.time_delta,tcp.len,mqtt.conack.flags,mqtt.conack.flags.reserved,mqtt.conack.flags.sp,mqtt.conack.val,mqtt.conflag.cleansess,mqtt.conflag.passwd,mqtt.conflag.qos,mqtt.conflag.reserved,mqtt.conflag.retain,mqtt.conflag.uname,mqtt.conflag.willflag,mqtt.conflags,mqtt.dupflag,mqtt.hdrflags,mqtt.kalive,mqtt.len,mqtt.topic,mqtt.msg,mqtt.msgid,mqtt.msgtype,mqtt.proto_len,mqtt.protoname,mqtt.qos,mqtt.retain,mqtt.sub.qos,mqtt.suback.qos,mqtt.ver,mqtt.willmsg,mqtt.willmsg_len,mqtt.willtopic,mqtt.willtopic_len,Line_origin,Line_prediction
"0x0018","0.013040365","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3530",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.022389889","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313737",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.001327224","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.018905972","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33312e303436323039",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.971327162","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.961575395","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32362e383033363536",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.006052376","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313433",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.018639048","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e333933363030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.006687525","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32332e323635353536",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.008381150","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3736",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.012677505","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e353535303030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007408453","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313638",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","2.955029744","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31392e383531333736",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.998128039","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.001063060","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.009697905","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313434",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.019281645","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e363230373030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007969071","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33312e313430393238",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.961160088","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31382e383037363731",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.010856328","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313032",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.012533548","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e323637393030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007956415","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313535",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","2.956316396","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33302e383236343737",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.022728635","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e383031363030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.001076237","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.007543348","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3139",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0010","0.000132030","1436",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.011304396","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31392e393630363439",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","3.002948912","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33302e353435373430",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.005619308","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323037",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.012961251","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e343332333030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.006773409","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31382e373932303937",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.008736562","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323434",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.006916428","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32322e313533373036",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.015355494","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32352e353235313337",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.984973978","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.000853011","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.005140928","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3434",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.011346323","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32352e313537323233",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.955182294","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33322e353037393737",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.015371952","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323130",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.013119635","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e333235353030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.024541061","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31372e373837393232",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.006367268","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313835",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.009931079","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32342e393034373435",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.007870375","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33342e343939393831",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","1.002878921","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.001270141","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.009835820","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323337",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.012844170","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33342e383031303836",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.011364969","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e363932353030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.019967886","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32302e323333363538",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.006828981","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323331",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.009648634","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32312e373234343931",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.007958967","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323231",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.017773017","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31372e383636303232",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.940968141","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32302e353431333638",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.988102794","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.004341094","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.006848773","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313135",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.017643800","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31382e333134353936",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.005733942","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e343638363030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.008378493","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3239",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.006779033","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31392e353833323633",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.018942586","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e343833313030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.009662488","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313834",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","2.955523176","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33312e313838333037",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.009232390","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323530",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","1.010226176","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.000915457","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.006658514","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e393931393030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007182153","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33342e313837313139",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.958473714","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33312e393233363833",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.006469715","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3336",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.019845544","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e383432323030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.009123953","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323034",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.006203415","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33332e383837333235",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.968361981","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31382e313539323132",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.006656535","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313735",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.986785050","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.000770407","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.008294224","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31372e373836393935",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.007378037","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e303738323030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.010471386","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313439",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.005930919","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32372e303930353830",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.012302302","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3236",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.005638891","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32322e343636363231",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.007020073","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3633",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.008289068","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e343731333030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.010504146","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31362e313838353533",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.993065339","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.963540997","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32352e373533303338",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.000866031","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.008731146","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323530",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.019526798","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e353135373030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.005274989","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323337",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.008951820","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32352e353334313437",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.008174330","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e353331323030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.009321191","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323338",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","2.954330899","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33302e313932313637",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.005523007","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3137",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","1.022741704","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.003315273","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.014440557","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e323630353030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.009982850","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32382e383238333630",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.007669492","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3632",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007162883","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31392e303739353736",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.008637761","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e323237363030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007823084","18",,,,,,,,,,,,,"0","0x30",,"16","iot/intensity","39",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.008589690","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313132",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.018534883","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e353137373030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.020353455","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32352e383735353330",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.995469738","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.001046082","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.012721411","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3436",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.006527683","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33312e313633333231",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.009313535","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e363736373030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.009085673","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31372e333835343532",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.008260839","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323138",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007160227","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31372e343633353132",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.010543259","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313639",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.010763465","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313032",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","2.970655027","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32322e313933383933",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.987238638","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.004205731","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.005943523","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323031",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.008309692","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33312e303030343237",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.015383515","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e313939363030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.006767002","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323131",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.018369521","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32362e323134333534",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.949910222","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32302e323638393639",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.008543283","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3236",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007810636","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e383337303030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.008641407","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323133",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.992878258","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.000163904","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.008363598","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33342e353338363335",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.005860190","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e383338343030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.006887054","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313631",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.006605338","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33302e313337343631",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.013255259","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e313334343030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007695324","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3337",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.005135615","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32372e323339323835",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.010754351","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3132",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.008908540","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e313834323030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.999251203","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.000203018","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.007996207","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32392e373332303434",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.947171349","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31352e313636353833",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.009512803","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313337",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.014772689","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32322e323830313633",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.007638659","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e313935393030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.005913107","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3532",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.020333455","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","32382e313939323635",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.025242407","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e323537373030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007145436","18",,,,,,,,,,,,,"0","0x30",,"16","iot/intensity","33",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.985461576","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.000205779","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.012328342","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33302e363436393934",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.016279805","19",,,,,,,,,,,,,"0","0x30",,"17","iot/intensity","3432",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0010","0.000103436","1436",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e323636303030",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.006868304","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e363632353030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.016284649","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313633",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.024483041","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31392e323139363538",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","2.950910783","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31372e353430383934",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.009215776","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","323231",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","2.970178053","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","33322e383338323037",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.995049743","42",,,,,,,,,,,,,"0","0x30",,"40","iot/intensity-response","4d657373616765205265636569766564",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.000176040","29",,,,,"1","0","0","0","0","0","0","0x02",,"0x10","60","27",,,,"1","4","MQTT",,,,,"4",,,,,UNKNOWN,legitimate
"0x0018","0.006972469","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313137",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.007325381","20",,,,,,,,,,,,,"0","0x30",,"18","iot/move","302e333335333030",,"3",,,"0","0",,,,,,,,legitimate,legitimate
"0x0018","0.009085725","28",,,,,,,,,,,,,"0","0x30",,"26","iot/temperature","31392e383235353834",,"3",,,"0","0",,,,,,,,legitimate,malformed
"0x0018","0.007313194","20",,,,,,,,,,,,,"0","0x30",,"18","iot/intensity","313232",,"3",,,"0","0",,,,,,,,legitimate,legitimate
