sample,wall_time_s,cpu_time_s,cpu_percent,ram_change_mb,pred_idx
310,2.3285000224859687e-05,2.3354000000086472e-05,100.29632714004923,0.0,1
311,2.3445000351784984e-05,2.3493999999679716e-05,100.20899828176373,0.0,1
312,2.343500000279164e-05,2.348400000018458e-05,100.20908895834053,0.0,3
313,2.6952000098390272e-05,2.7060999999939384e-05,100.40442231059366,0.0,1
314,2.321500005564303e-05,2.3323999999824707e-05,100.46952377307956,0.0,2
315,2.3355000394076342e-05,2.3453999999922814e-05,100.42389040537796,0.0,3
316,2.3313999918173067e-05,2.342400000010514e-05,100.47181986067662,0.0,1
317,2.2914000055607175e-05,2.2992999999971175e-05,100.3447671474744,0.0,3
318,2.3283999780687736e-05,2.3383999999904148e-05,100.42948041641606,0.0,0
319,2.332399981241906e-05,2.3383999999904148e-05,100.25724656134297,0.0,3
320,2.3004000013315817e-05,2.3092999999807517e-05,100.38688917770901,0.0,3
321,2.3034000150801148e-05,2.3113000000130057e-05,100.34297060350659,0.0,0
322,2.332500025659101e-05,2.3362999999942957e-05,100.1629142247971,0.0,1
323,3.345400000398513e-05,3.357300000006447e-05,100.3557123096346,0.0,0
324,2.8294000003370456e-05,2.8413000000337973e-05,100.42058385860373,0.125,2
325,2.408599993941607e-05,2.4185999999648544e-05,100.41517919324092,0.0,1
326,2.3795999823050806e-05,2.38550000002391e-05,100.24794157684916,0.0,2
327,2.3313999918173067e-05,2.3322999999741967e-05,100.0386037642639,0.0,1
328,2.312499964318704e-05,2.3183000000148724e-05,100.25081235829887,0.0,2
329,2.3175000023911707e-05,2.325399999980604e-05,100.34088446952674,0.0,3
330,2.3174000034487108e-05,2.323399999992759e-05,100.25891069884867,0.0,1
331,2.3035000140225748e-05,2.3123000000069283e-05,100.38202673890963,0.0,2
332,2.3314000372920418e-05,2.3393999999843373e-05,100.34313985435068,0.0,1
333,2.3594999674969586e-05,2.3654000000039588e-05,100.25005435847744,0.0,2
334,2.3305000013351673e-05,2.3373999999964923e-05,100.29607374629359,0.0,1
335,2.3175000023911707e-05,2.325400000025013e-05,100.34088447144298,0.0,3
336,2.2943999738345155e-05,2.2992999999971175e-05,100.21356460157263,0.0,1
337,2.309399997102446e-05,2.3223999999988365e-05,100.56291690104362,0.0,0
338,2.304400004504714e-05,2.3123000000069283e-05,100.34282223080938,0.0,0
339,2.7503000183060067e-05,2.761200000023223e-05,100.39631973401686,0.0,1
340,2.343500000279164e-05,2.350400000006303e-05,100.29443139433826,0.0,2
341,2.315400024599512e-05,2.3223000000349714e-05,100.29800360033481,0.0,3
342,2.3535999844170874e-05,2.3595000000042887e-05,100.25068047358366,0.0,3
343,2.9285999971762067e-05,2.940499999981583e-05,100.40633759533056,0.0,1
344,2.3925999812490772e-05,2.4015000000154885e-05,100.37198105977434,0.0,0
345,2.2893999812367838e-05,2.296399999979215e-05,100.30575778805806,0.0,0
346,2.355499964323826e-05,2.3623999999777823e-05,100.29293295514596,0.0,2
347,2.586999971754267e-05,2.5969000000181097e-05,100.38268374070098,0.0,3
348,2.3816000066290144e-05,2.3914999999874453e-05,100.4156866531271,0.0,2
349,2.346499968552962e-05,2.346399999986204e-05,99.99573967321126,0.0,3
350,2.3676000182604184e-05,2.3745000000019445e-05,100.29143359048443,0.0,2
